9	きゅう	キュウ	九	nine	きゅー
8	はち	ハチ	八	エイト	えいと	eight	はぁち
7	七	ナナ	なな	セブン	せぶん	seven	しち	シチ
6	ろく	ロク	六	しっくす	シックス	six
5	ご	ゴ	五	ファイブ	ふぁいる	five
4	よん	し	四	ヨン	フォー	four	for	ふぉー	シ
3	さん	三	スリー	three	サン
2	に	二	ツー	two	ニ
1	いち	一	ワン	one	イチ
0	ぜろ	ゼロ	れい	レイ	れー	レー	零	zero	オー	おー
