ちょうどいい	いい	よい	バッチリ	ばっちり	ピッタリ	ぴったり	べすと	ベスト	気持ちいい	きもちいい	ここちよい	心地よい	ここちいい	ちょうど	ちょうどよかった
あつい	暑い	熱い	蒸し暑い	アツイ		厚い	熱い	あつ	あつかった	暑かった
さむい	寒い	サムイ	冷える	ひえる	凍える	凍る	さみい	こおる	さむ	さむかった	寒かった
